Observation id,Behavior,Start (s),Stop (s),Duration (s),Start = 0 (ms),Stop (ms)
1456_Lpaw,lick,1071.769,1091.269,19.5,563215,582715
1456_Lpaw,lick,1092.268,1094.263,1.995,583714,585709
1456_Lpaw,lick,1180.489,1181.49,1.001,671935,672936
1456_Lpaw,lick,1181.989,1189.49,7.501,673435,680936
1456_Lpaw,lick,1248.74,1249.74,1,740186,741186
1456_Lpaw,lick,1267.34,1270.341,3.001,758786,761787
1456_Lpaw,lick,1275.844,1278.844,3,767290,770290
1456_Lpaw,lick,1434.344,1444.344,10,925790,935790
1456_Lpaw,lick,1445.844,1450.844,5,937290,942290
1456_Lpaw,lick,1452.344,1463.344,11,943790,954790
1456_Lpaw,lick,1488.962,1491.462,2.5,980408,982908
1456_Lpaw,lick,1492.462,1504.462,12,983908,995908
1456_Lpaw,lick,1505.459,1505.958,0.499,996905,997404
1456_Lpaw,lick,1519.962,1528.462,8.5,1011408,1019908
1456_Lpaw,lick,1588.71,1603.212,14.502,1080156,1094658
1456_Lpaw,lick,1604.208,1634.708,30.5,1095654,1126154
1456_Lpaw,lick,1638.711,1642.709,3.998,1130157,1134155
1456_Lpaw,lick,1644.712,1646.212,1.5,1136158,1137658
1456_Lpaw,lick,1654.21,1655.206,0.996,1145656,1146652
1456_Lpaw,lick,1666.962,1689.958,22.996,1158408,1181404
1456_Lpaw,lick,1690.458,1697.956,7.498,1181904,1189402
1456_Lpaw,lick,1698.462,1704.455,5.993,1189908,1195901
1456_Lpaw,lick,1722.612,1724.11,1.498,1214058,1215556
1456_Lpaw,lick,1734.112,1743.611,9.499,1225558,1235057
1456_Lpaw,lick,1772.512,1795.008,22.496,1263958,1286454
1456_Lpaw,lick,1807.012,1824.512,17.5,1298458,1315958
1456_Lpaw,lick,1857.762,1869.762,12,1349208,1361208
1456_Lpaw,lick,1870.762,1885.262,14.5,1362208,1376708
1456_Lpaw,lick,1887.761,1896.762,9.001,1379207,1388208
1456_Lpaw,lick,1897.762,1921.262,23.5,1389208,1412708
1456_Lpaw,lick,1924.262,1937.761,13.499,1415708,1429207
1456_Lpaw,lick,1941.262,1951.262,10,1432708,1442708
1456_Lpaw,lick,1965.262,1968.762,3.5,1456708,1460208
1456_Lpaw,lick,1971.762,1972.757,0.995,1463208,1464203
1456_Lpaw,lick,1987.512,1989.012,1.5,1478958,1480458
1456_Lpaw,lick,1999.01,2006.506,7.496,1490456,1497952
1456_Lpaw,lick,2008.512,2018.512,10,1499958,1509958
1456_Lpaw,lick,2024.012,2030.007,5.995,1515458,1521453
1456_Lpaw,lick,2051.012,2055.512,4.5,1542458,1546958
1456_Lpaw,lick,2060.012,2060.512,0.5,1551458,1551958
1456_Lpaw,lick,2078.007,2102.512,24.505,1569453,1593958
1456_Lpaw,lick,2104.012,2126.015,22.003,1595458,1617461
1456_Lpaw,lick,2132.512,2135.512,3,1623958,1626958
1456_Lpaw,lick,2137.499,2137.999,0.5,1628945,1629445
1456_Lpaw,lick,2139.999,2140.499,0.5,1631445,1631945
1456_Lpaw,lick,2141.499,2149.003,7.504,1632945,1640449
1456_Lpaw,lick,2150.499,2155.999,5.5,1641945,1647445
1456_Lpaw,lick,2160.499,2161.499,1,1651945,1652945
1456_Lpaw,lick,2182.499,2201.499,19,1673945,1692945
1456_Lpaw,lick,2207.499,2211.999,4.5,1698945,1703445
1456_Lpaw,lick,2212.999,2218.499,5.5,1704445,1709945
1456_Lpaw,lick,2220.999,2221.499,0.5,1712445,1712945
1456_Lpaw,lick,2225.499,2237.499,12,1716945,1728945
1456_Lpaw,lick,2240.499,2242.5,2.001,1731945,1733946
1456_Lpaw,lick,2343.845,2357.347,13.502,1835291,1848793
1456_Lpaw,lick,2375.349,2378.35,3.001,1866795,1869796
1456_Lpaw,lick,2379.349,2380.849,1.5,1870795,1872295
1456_Lpaw,lick,2398.545,2436.549,38.004,1889991,1927995
1456_Lpaw,lick,2438.049,2442.048,3.999,1929495,1933494
1456_Lpaw,lick,2444.049,2448.05,4.001,1935495,1939496
1456_Lpaw,lick,2451.048,2454.55,3.502,1942494,1945996
1456_Lpaw,lick,2898.999,2951.499,52.5,2390445,2442945
1456_Lpaw,lick,2952.997,2978.5,25.503,2444443,2469946
1456_Lpaw,lick,3006.999,3007.999,1,2498445,2499445
1456_Lpaw,lick,3030.499,3050.499,20,2521945,2541945
1456_Lpaw,lick,3051.499,3083.497,31.998,2542945,2574943
1456_Lpaw,lick,3498.897,3512.399,13.502,2990343,3003845
1456_Lpaw,lick,3542.699,3564.199,21.5,3034145,3055645
1456_Lpaw,lick,3565.199,3568.199,3,3056645,3059645
1456_Lpaw,end,4110.533,4110.533,NA,3601979,3601979
