start,end
11117,12145
16455,16783
18717,19329
19641,21009
21305,24443
28182,28526
30576,31256
32606,35292
37546,41066
42589,43353
46942,52287
53314,56335
60097,60471
62622,64154
67644,68687
73515,73859
74455,74732
75378,78015
85885,87096
249481,250337
1895530,1896706
2438330,2439033
2786525,2787416
3079041,3079749
3367072,3367774
3458243,3459300
