start,end
28846,29313
47841,49082
49142,49190
49288,52285
56529,56855
57683,58748
59209,59803
62465,63425
89871,90424
90768,91496
92008,94153
96781,97072
101867,102128
572625,572692
1329492,1329689
1947267,1947818
2336802,2337152
2348797,2363202
3444690,3445261
