Observation id,Behavior,Start (s),Stop (s),Duration (s),Start = 0 (ms),Stop (ms)
1455_Lpaw,lick,1864.106,1867.106,3.000,1501100.000,1504100.000
1455_Lpaw,lick,1867.605,1869.607,2.002,1504599.000,1506601.000
1455_Lpaw,lick,1872.106,1874.102,1.996,1509100.000,1511096.000
1455_Lpaw,lick,1874.604,1879.106,4.502,1511598.000,1516100.000
1455_Lpaw,lick,1894.606,1897.606,3.000,1531600.000,1534600.000
1455_Lpaw,lick,1899.101,1901.606,2.505,1536095.000,1538600.000
1455_Lpaw,lick,1902.606,1905.606,3.000,1539600.000,1542600.000
1455_Lpaw,lick,1908.106,1917.606,9.500,1545100.000,1554600.000
1455_Lpaw,lick,1918.106,1919.106,1.000,1555100.000,1556100.000
1455_Lpaw,lick,1920.606,1922.104,1.498,1557600.000,1559098.000
1455_Lpaw,lick,1938.101,1940.103,2.002,1575095.000,1577097.000
1455_Lpaw,lick,1942.606,1948.606,6.000,1579600.000,1585600.000
1455_Lpaw,lick,1949.101,1950.101,1.000,1586095.000,1587095.000
1455_Lpaw,lick,1957.603,1958.606,1.003,1594597.000,1595600.000
1455_Lpaw,lick,1960.106,1960.605,0.499,1597100.000,1597599.000
1455_Lpaw,lick,1968.704,1970.701,1.997,1605698.000,1607695.000
1455_Lpaw,lick,1971.701,1975.704,4.003,1608695.000,1612698.000
1455_Lpaw,lick,1976.206,1982.706,6.500,1613200.000,1619700.000
1455_Lpaw,lick,1998.706,2000.202,1.496,1635700.000,1637196.000
1455_Lpaw,lick,2003.206,2005.202,1.996,1640200.000,1642196.000
1455_Lpaw,lick,2013.356,2014.856,1.500,1650350.000,1651850.000
1455_Lpaw,lick,2018.355,2031.859,13.504,1655349.000,1668853.000
1455_Lpaw,lick,2032.356,2033.856,1.500,1669350.000,1670850.000
1455_Lpaw,lick,2035.856,2039.356,3.500,1672850.000,1676350.000
1455_Lpaw,lick,2039.856,2041.356,1.500,1676850.000,1678350.000
1455_Lpaw,lick,2065.356,2065.856,0.500,1702350.000,1702850.000
1455_Lpaw,lick,2070.928,2075.424,4.496,1707922.000,1712418.000
1455_Lpaw,lick,2078.428,2078.926,0.498,1715422.000,1715920.000
1455_Lpaw,lick,2085.428,2086.928,1.500,1722422.000,1723922.000
1455_Lpaw,lick,2088.625,2090.628,2.003,1725619.000,1727622.000
1455_Lpaw,lick,2092.623,2094.628,2.005,1729617.000,1731622.000
1455_Lpaw,lick,2095.128,2097.128,2.000,1732122.000,1734122.000
1455_Lpaw,lick,2102.128,2103.628,1.500,1739122.000,1740622.000
1455_Lpaw,lick,2105.625,2116.128,10.503,1742619.000,1753122.000
1455_Lpaw,lick,2135.128,2138.128,3.000,1772122.000,1775122.000
1455_Lpaw,lick,2171.275,2174.778,3.503,1808269.000,1811772.000
1455_Lpaw,lick,2176.278,2176.778,0.500,1813272.000,1813772.000
1455_Lpaw,lick,2196.428,2201.428,5.000,1833422.000,1838422.000
1455_Lpaw,lick,2202.427,2205.425,2.998,1839421.000,1842419.000
1455_Lpaw,lick,2220.178,2221.678,1.500,1857172.000,1858672.000
1455_Lpaw,lick,2223.178,2229.176,5.998,1860172.000,1866170.000
1455_Lpaw,lick,2230.678,2233.174,2.496,1867672.000,1870168.000
1455_Lpaw,lick,2236.178,2242.678,6.500,1873172.000,1879672.000
1455_Lpaw,lick,2244.178,2249.678,5.500,1881172.000,1886672.000
1455_Lpaw,lick,2250.178,2252.675,2.497,1887172.000,1889669.000
1455_Lpaw,lick,2254.178,2272.178,18.000,1891172.000,1909172.000
1455_Lpaw,lick,2272.678,2280.678,8.000,1909672.000,1917672.000
1455_Lpaw,lick,2282.678,2285.678,3.000,1919672.000,1922672.000
1455_Lpaw,lick,2286.678,2287.675,0.997,1923672.000,1924669.000
1455_Lpaw,lick,2288.677,2291.178,2.501,1925671.000,1928172.000
1455_Lpaw,lick,2298.928,2303.924,4.996,1935922.000,1940918.000
1455_Lpaw,lick,2330.928,2331.928,1.000,1967922.000,1968922.000
1455_Lpaw,lick,2333.925,2335.428,1.503,1970919.000,1972422.000
1455_Lpaw,lick,2339.423,2340.928,1.505,1976417.000,1977922.000
1455_Lpaw,lick,2342.928,2343.424,0.496,1979922.000,1980418.000
1455_Lpaw,lick,2351.427,2352.428,1.001,1988421.000,1989422.000
1455_Lpaw,lick,2357.425,2365.424,7.999,1994419.000,2002418.000
1455_Lpaw,lick,2365.928,2373.926,7.998,2002922.000,2010920.000
1455_Lpaw,lick,2375.423,2379.428,4.005,2012417.000,2016422.000
1455_Lpaw,lick,2381.426,2384.428,3.002,2018420.000,2021422.000
1455_Lpaw,lick,2385.423,2388.928,3.505,2022417.000,2025922.000
1455_Lpaw,lick,2412.528,2415.524,2.996,2049522.000,2052518.000
1455_Lpaw,lick,2417.523,2419.526,2.003,2054517.000,2056520.000
1455_Lpaw,lick,2452.774,2453.772,0.998,2089768.000,2090766.000
1455_Lpaw,lick,2456.276,2457.278,1.002,2093270.000,2094272.000
1455_Lpaw,lick,2467.278,2467.778,0.500,2104272.000,2104772.000
1455_Lpaw,lick,2485.222,2488.723,3.501,2122216.000,2125717.000
1455_Lpaw,lick,2492.720,2494.223,1.503,2129714.000,2131217.000
1455_Lpaw,lick,2512.720,2513.720,1.000,2149714.000,2150714.000
1455_Lpaw,lick,2514.223,2518.718,4.495,2151217.000,2155712.000
1455_Lpaw,lick,2519.218,2521.723,2.505,2156212.000,2158717.000
1455_Lpaw,lick,2526.720,2527.723,1.003,2163714.000,2164717.000
1455_Lpaw,lick,2540.718,2544.723,4.005,2177712.000,2181717.000
1455_Lpaw,lick,2546.723,2550.223,3.500,2183717.000,2187217.000
1455_Lpaw,lick,2551.717,2552.223,0.506,2188711.000,2189217.000
1455_Lpaw,lick,2554.220,2558.717,4.497,2191214.000,2195711.000
1455_Lpaw,lick,2566.504,2578.504,12.000,2203498.000,2215498.000
1455_Lpaw,lick,2579.503,2581.501,1.998,2216497.000,2218495.000
1455_Lpaw,lick,2600.760,2615.255,14.495,2237754.000,2252249.000
1455_Lpaw,lick,2617.254,2618.749,1.495,2254248.000,2255743.000
1455_Lpaw,lick,2628.752,2635.754,7.002,2265746.000,2272748.000
1455_Lpaw,lick,2648.254,2657.749,9.495,2285248.000,2294743.000
1455_Lpaw,lick,2659.755,2663.754,3.999,2296749.000,2300748.000
1455_Lpaw,lick,2664.754,2665.754,1.000,2301748.000,2302748.000
1455_Lpaw,lick,2669.994,2681.998,12.004,2306988.000,2318992.000
1455_Lpaw,lick,2690.998,2695.996,4.998,2327992.000,2332990.000
1455_Lpaw,lick,2697.998,2703.998,6.000,2334992.000,2340992.000
1455_Lpaw,lick,2705.494,2708.995,3.501,2342488.000,2345989.000
1455_Lpaw,lick,2716.651,2725.142,8.491,2353645.000,2362136.000
1455_Lpaw,lick,2741.148,2742.648,1.500,2378142.000,2379642.000
1455_Lpaw,lick,2748.141,2753.149,5.008,2385135.000,2390143.000
1455_Lpaw,lick,2753.656,2765.645,11.989,2390650.000,2402639.000
1455_Lpaw,lick,2767.642,2770.646,3.004,2404636.000,2407640.000
1455_Lpaw,lick,2780.395,2782.393,1.998,2417389.000,2419387.000
1455_Lpaw,lick,2787.617,2789.617,2.000,2424611.000,2426611.000
1455_Lpaw,lick,2793.111,2793.617,0.506,2430105.000,2430611.000
1455_Lpaw,lick,2801.617,2802.617,1.000,2438611.000,2439611.000
1455_Lpaw,lick,3700.278,3702.780,2.502,3337272.000,3339774.000
1455_Lpaw,lick,3703.282,3719.282,16.000,3340276.000,3356276.000
1455_Lpaw,lick,3722.278,3723.280,1.002,3359272.000,3360274.000
1455_Lpaw,lick,3729.781,3731.275,1.494,3366775.000,3368269.000
1455_Lpaw,lick,3799.826,3803.330,3.504,3436820.000,3440324.000
1455_Lpaw,lick,3815.029,3820.032,5.003,3452023.000,3457026.000
1455_Lpaw,lick,3962.179,3970.179,8.000,3599173.000,3607173.000
1455_Lpaw,end,3971.679,3971.679,NA,3608673.000,3608673.000
