Observation id,Behavior,Start (s),Stop (s),Duration (s),Start = 0 (ms),Stop (ms)
1460_Rpaw,lick,2331.804,2334.807,3.003,1883898.000,1886901.000
1460_Rpaw,lick,2367.803,2368.806,1.003,1919897.000,1920900.000
1460_Rpaw,lick,2457.805,2461.803,3.998,2009899.000,2013897.000
1460_Rpaw,lick,2499.808,2526.306,26.498,2051902.000,2078400.000
1460_Rpaw,lick,2527.301,2530.808,3.507,2079395.000,2082902.000
1460_Rpaw,lick,2535.301,2536.308,1.007,2087395.000,2088402.000
1460_Rpaw,lick,2538.812,2539.306,0.494,2090906.000,2091400.000
1460_Rpaw,lick,2558.802,2560.808,2.006,2110896.000,2112902.000
1460_Rpaw,lick,2628.310,2629.808,1.498,2180404.000,2181902.000
1460_Rpaw,lick,2703.545,2710.541,6.996,2255639.000,2262635.000
1460_Rpaw,lick,2733.041,2733.538,0.497,2285135.000,2285632.000
1460_Rpaw,lick,2757.044,2760.045,3.001,2309138.000,2312139.000
1460_Rpaw,lick,2889.539,2891.542,2.003,2441633.000,2443636.000
1460_Rpaw,lick,2929.544,2945.044,15.500,2481638.000,2497138.000
1460_Rpaw,lick,3003.642,3012.144,8.502,2555736.000,2564238.000
1460_Rpaw,lick,3016.144,3017.638,1.494,2568238.000,2569732.000
1460_Rpaw,lick,3022.143,3045.139,22.996,2574237.000,2597233.000
1460_Rpaw,lick,3045.644,3072.143,26.499,2597738.000,2624237.000
1460_Rpaw,lick,3072.640,3092.644,20.004,2624734.000,2644738.000
1460_Rpaw,lick,3096.641,3097.644,1.003,2648735.000,2649738.000
1460_Rpaw,lick,3115.144,3136.141,20.997,2667238.000,2688235.000
1460_Rpaw,lick,3137.142,3142.642,5.500,2689236.000,2694736.000
1460_Rpaw,lick,3181.144,3201.644,20.500,2733238.000,2753738.000
1460_Rpaw,lick,3202.643,3204.644,2.001,2754737.000,2756738.000
1460_Rpaw,lick,3208.141,3220.638,12.497,2760235.000,2772732.000
1460_Rpaw,lick,3224.145,3228.144,3.999,2776239.000,2780238.000
1460_Rpaw,lick,3228.644,3230.645,2.001,2780738.000,2782739.000
1460_Rpaw,lick,3244.144,3245.143,0.999,2796238.000,2797237.000
1460_Rpaw,lick,3269.644,3289.638,19.994,2821738.000,2841732.000
1460_Rpaw,lick,3290.644,3297.144,6.500,2842738.000,2849238.000
1460_Rpaw,lick,3298.644,3300.640,1.996,2850738.000,2852734.000
1460_Rpaw,lick,3302.144,3303.644,1.500,2854238.000,2855738.000
1460_Rpaw,lick,3311.644,3316.143,4.499,2863738.000,2868237.000
1460_Rpaw,lick,3317.644,3325.638,7.994,2869738.000,2877732.000
1460_Rpaw,lick,3339.831,3341.831,2.000,2891925.000,2893925.000
1460_Rpaw,lick,3353.306,3354.307,1.001,2905400.000,2906401.000
1460_Rpaw,lick,3361.302,3401.809,40.507,2913396.000,2953903.000
1460_Rpaw,lick,3414.807,3477.564,62.757,2966901.000,3029658.000
1460_Rpaw,lick,3485.306,3492.308,7.002,3037400.000,3044402.000
1460_Rpaw,lick,3506.806,3548.806,42.000,3058900.000,3100900.000
1460_Rpaw,lick,3568.306,3584.306,16.000,3120400.000,3136400.000
1460_Rpaw,lick,3585.800,3589.306,3.506,3137894.000,3141400.000
1460_Rpaw,lick,3590.806,3592.306,1.500,3142900.000,3144400.000
1460_Rpaw,lick,3595.302,3598.314,3.012,3147396.000,3150408.000
1460_Rpaw,lick,3612.310,3617.306,4.996,3164404.000,3169400.000
1460_Rpaw,lick,3623.801,3626.306,2.505,3175895.000,3178400.000
1460_Rpaw,lick,3651.301,3653.301,2.000,3203395.000,3205395.000
1460_Rpaw,lick,3653.801,3655.806,2.005,3205895.000,3207900.000
1460_Rpaw,lick,3693.803,3696.806,3.003,3245897.000,3248900.000
1460_Rpaw,lick,3701.806,3715.301,13.495,3253900.000,3267395.000
1460_Rpaw,lick,3723.556,3728.556,5.000,3275650.000,3280650.000
1460_Rpaw,lick,3735.556,3745.056,9.500,3287650.000,3297150.000
1460_Rpaw,lick,3745.556,3753.056,7.500,3297650.000,3305150.000
1460_Rpaw,lick,3860.804,3871.804,11.000,3412898.000,3423898.000
1460_Rpaw,lick,3890.808,3892.801,1.993,3442902.000,3444895.000
1460_Rpaw,end,4050.056,4050.056,NA,3602150.000,3602150.000
