start,end
11198,11659
12672,14942
17076,19109
20156,29664
31031,35373
35732,37347
44220,45400
46296,51824
55043,56991
63287,64500
67957,69022
78329,79476
81744,89879
95959,96970
99506,101356
113771,117122
121162,122859
126029,128715
133120,135604
278346,279468
301712,302479
303562,303858
304420,305717
341821,348110
3458482,3476259
3476651,3477413
3500513,3501392
