start,end
34103,37537
38516,40264
41359,45749
75788,76523
77434,85737
89674,96238
97301,98313
98925,101376
104447,108434
112240,119288
141768,142225
232946,236877
245895,247943
384818,386846
502019,503482
522115,524296
563795,564085
596059,597103
1011321,1011571
1895474,1895728
2945648,2961597
2968859,2971524
3048963,3056784
3091680,3103222
3126750,3130938
3189942,3214715
3215642,3220031
3222817,3232103
3259672,3273451
3439941,3441696
3442391,3447767
