Observation id,Behavior,Start (s),Stop (s),Duration (s),Start = 0 (ms),Stop (ms)
1483_Lpaw,lick,1536.506,1538.754,2.248,1072399,1074647
1483_Lpaw,lick,1553.505,1584.505,31,1089398,1120398
1483_Lpaw,lick,1587.25,1622.754,35.504,1123143,1158647
1483_Lpaw,lick,1625.505,1631,5.495,1161398,1166893
1483_Lpaw,lick,1641,1642.505,1.505,1176893,1178398
1483_Lpaw,lick,1655.754,1657.251,1.497,1191647,1193144
1483_Lpaw,lick,1702.105,1708.855,6.75,1237998,1244748
1483_Lpaw,lick,1716.855,1717.6,0.745,1252748,1253493
1483_Lpaw,lick,1728.352,1738.603,10.251,1264245,1274496
1483_Lpaw,lick,1740.851,1759.855,19.004,1276744,1295748
1483_Lpaw,lick,1769.105,1770.104,0.999,1304998,1305997
1483_Lpaw,lick,1772.355,1814.354,41.999,1308248,1350247
1483_Lpaw,lick,1818.603,1821.355,2.752,1354496,1357248
1483_Lpaw,lick,1870.103,1877.354,7.251,1405996,1413247
1483_Lpaw,lick,1881.354,1906.604,25.25,1417247,1442497
1483_Lpaw,lick,1910.855,1911.355,0.5,1446748,1447248
1483_Lpaw,lick,1912.354,1949.355,37.001,1448247,1485248
1483_Lpaw,lick,1952.853,1960.603,7.75,1488746,1496496
1483_Lpaw,lick,1976.603,1977.104,0.501,1512496,1512997
1483_Lpaw,lick,1990.605,1991.855,1.25,1526498,1527748
1483_Lpaw,lick,2029.105,2029.855,0.75,1564998,1565748
1483_Lpaw,lick,2051.856,2054.853,2.997,1587749,1590746
1483_Lpaw,lick,2094.5,2099.002,4.502,1630393,1634895
1483_Lpaw,lick,2101.002,2106.003,5.001,1636895,1641896
1483_Lpaw,lick,2138.003,2139.507,1.504,1673896,1675400
1483_Lpaw,lick,2155.007,2155.501,0.494,1690900,1691394
1483_Lpaw,lick,2158.507,2159.502,0.995,1694400,1695395
1483_Lpaw,lick,2184.507,2265.006,80.499,1720400,1800899
1483_Lpaw,lick,2266.002,2267.001,0.999,1801895,1802894
1483_Lpaw,lick,2272.506,2288.503,15.997,1808399,1824396
1483_Lpaw,lick,2289.506,2292.506,3,1825399,1828399
1483_Lpaw,lick,2293.507,2305.006,11.499,1829400,1840899
1483_Lpaw,lick,2305.501,2308.505,3.004,1841394,1844398
1483_Lpaw,lick,2319.504,2321.501,1.997,1855397,1857394
1483_Lpaw,lick,2337.006,2351.505,14.499,1872899,1887398
1483_Lpaw,lick,2352.504,2355.007,2.503,1888397,1890900
1483_Lpaw,lick,2357.005,2362.507,5.502,1892898,1898400
1483_Lpaw,lick,2364.005,2371.507,7.502,1899898,1907400
1483_Lpaw,lick,2382.755,2388.755,6,1918648,1924648
1483_Lpaw,lick,2498.257,2499.253,0.996,2034150,2035146
1483_Lpaw,lick,2715.004,2717.502,2.498,2250897,2253395
1483_Lpaw,lick,2821.757,2836.758,15.001,2357650,2372651
1483_Lpaw,lick,2837.252,2839.259,2.007,2373145,2375152
1483_Lpaw,lick,3917.426,3932.923,15.497,3453319,3468816
1483_Lpaw,lick,3935.921,3936.925,1.004,3471814,3472818
1483_Lpaw,end,4065.923,4065.923,NA,3601816,3601816
