Observation id,Behavior,Start (s),Stop (s),Duration (s),Start = 0 (ms),Stop (ms)
1457_Lpaw,lick,2042.852,2044.358,1.506,1636094.000,1637600.000
1457_Lpaw,lick,2044.858,2046.358,1.500,1638100.000,1639600.000
1457_Lpaw,lick,2088.716,2104.721,16.005,1681958.000,1697963.000
1457_Lpaw,lick,2106.221,2110.221,4.000,1699463.000,1703463.000
1457_Lpaw,lick,2165.004,2200.004,35.000,1758246.000,1793246.000
1457_Lpaw,lick,2286.508,2307.515,21.007,1879750.000,1900757.000
1457_Lpaw,lick,2309.514,2340.015,30.501,1902756.000,1933257.000
1457_Lpaw,lick,2340.515,2349.010,8.495,1933757.000,1942252.000
1457_Lpaw,lick,2350.009,2365.515,15.506,1943251.000,1958757.000
1457_Lpaw,lick,2368.009,2389.010,21.001,1961251.000,1982252.000
1457_Lpaw,lick,2408.915,2420.410,11.495,2002157.000,2013652.000
1457_Lpaw,lick,2423.415,2426.922,3.507,2016657.000,2020164.000
1457_Lpaw,lick,2518.415,2519.915,1.500,2111657.000,2113157.000
1457_Lpaw,lick,2521.413,2521.915,0.502,2114655.000,2115157.000
1457_Lpaw,lick,2523.415,2523.914,0.499,2116657.000,2117156.000
1457_Lpaw,lick,2560.915,2564.415,3.500,2154157.000,2157657.000
1457_Lpaw,lick,2573.415,2586.915,13.500,2166657.000,2180157.000
1457_Lpaw,lick,2660.167,2671.165,10.998,2253409.000,2264407.000
1457_Lpaw,lick,2673.666,2679.165,5.499,2266908.000,2272407.000
1457_Lpaw,lick,2683.165,2685.666,2.501,2276407.000,2278908.000
1457_Lpaw,lick,2719.661,2720.662,1.001,2312903.000,2313904.000
1457_Lpaw,lick,2722.165,2724.165,2.000,2315407.000,2317407.000
1457_Lpaw,lick,2726.162,2741.165,15.003,2319404.000,2334407.000
1457_Lpaw,lick,2755.667,2756.665,0.998,2348909.000,2349907.000
1457_Lpaw,lick,2763.665,2776.164,12.499,2356907.000,2369406.000
1457_Lpaw,lick,2793.165,2796.165,3.000,2386407.000,2389407.000
1457_Lpaw,lick,2797.665,2799.165,1.500,2390907.000,2392407.000
1457_Lpaw,lick,2805.665,2807.165,1.500,2398907.000,2400407.000
1457_Lpaw,lick,2840.916,2841.414,0.498,2434158.000,2434656.000
1457_Lpaw,lick,2911.415,2912.915,1.500,2504657.000,2506157.000
1457_Lpaw,lick,2921.915,2922.915,1.000,2515157.000,2516157.000
1457_Lpaw,lick,2966.159,2970.165,4.006,2559401.000,2563407.000
1457_Lpaw,lick,2971.665,2978.165,6.500,2564907.000,2571407.000
1457_Lpaw,lick,2979.165,2987.665,8.500,2572407.000,2580907.000
1457_Lpaw,lick,3031.661,3052.660,20.999,2624903.000,2645902.000
1457_Lpaw,lick,3059.662,3072.158,12.496,2652904.000,2665400.000
1457_Lpaw,lick,3118.661,3123.165,4.504,2711903.000,2716407.000
1457_Lpaw,lick,3127.665,3129.158,1.493,2720907.000,2722400.000
1457_Lpaw,lick,3130.165,3131.665,1.500,2723407.000,2724907.000
1457_Lpaw,lick,3136.660,3140.160,3.500,2729902.000,2733402.000
1457_Lpaw,lick,3151.412,3157.910,6.498,2744654.000,2751152.000
1457_Lpaw,end,4009.164,4009.164,NA,3602406.000,3602406.000
