Observation id,Behavior,Start (s),Stop (s),Duration (s),Start = 0 (ms),Stop (ms)
1486_Rpaw,lick,1367.733,1373.229,5.496,996325,1001821
1486_Rpaw,lick,1402.231,1406.232,4.001,1030823,1034824
1486_Rpaw,lick,1406.728,1407.732,1.004,1035320,1036324
1486_Rpaw,lick,1446.732,1452.232,5.5,1075324,1080824
1486_Rpaw,lick,1470.233,1476.228,5.995,1098825,1104820
1486_Rpaw,lick,1481.329,1483.828,2.499,1109921,1112420
1486_Rpaw,lick,1486.833,1487.332,0.499,1115425,1115924
1486_Rpaw,lick,1495.333,1496.326,0.993,1123925,1124918
1486_Rpaw,lick,1515.833,1525.832,9.999,1144425,1154424
1486_Rpaw,lick,1573.833,1579.83,5.997,1202425,1208422
1486_Rpaw,lick,1583.833,1587.834,4.001,1212425,1216426
1486_Rpaw,lick,1592.832,1603.333,10.501,1221424,1231925
1486_Rpaw,lick,1632.244,1634.245,2.001,1260836,1262837
1486_Rpaw,lick,1640.745,1648.247,7.502,1269337,1276839
1486_Rpaw,lick,1653.244,1654.745,1.501,1281836,1283337
1486_Rpaw,lick,1656.245,1656.741,0.496,1284837,1285333
1486_Rpaw,lick,1659.741,1661.245,1.504,1288333,1289837
1486_Rpaw,lick,1679.745,1685.245,5.5,1308337,1313837
1486_Rpaw,lick,1687.243,1690.745,3.502,1315835,1319337
1486_Rpaw,lick,1695.746,1698.245,2.499,1324338,1326837
1486_Rpaw,lick,1710.241,1712.739,2.498,1338833,1341331
1486_Rpaw,lick,1744.24,1745.745,1.505,1372832,1374337
1486_Rpaw,lick,1768.745,1770.745,2,1397337,1399337
1486_Rpaw,lick,1771.745,1782.74,10.995,1400337,1411332
1486_Rpaw,lick,1796.753,1813.759,17.006,1425345,1442351
1486_Rpaw,lick,1815.753,1825.259,9.506,1444345,1453851
1486_Rpaw,lick,1831.755,1834.757,3.002,1460347,1463349
1486_Rpaw,lick,1873.259,1884.756,11.497,1501851,1513348
1486_Rpaw,lick,1893.259,1909.759,16.5,1521851,1538351
1486_Rpaw,lick,1996.256,2009.759,13.503,1624848,1638351
1486_Rpaw,lick,2018.257,2019.259,1.002,1646849,1647851
1486_Rpaw,lick,2055.726,2056.726,1,1684318,1685318
1486_Rpaw,lick,2058.726,2065.226,6.5,1687318,1693818
1486_Rpaw,lick,2080.725,2081.726,1.001,1709317,1710318
1486_Rpaw,lick,2108.226,2131.228,23.002,1736818,1759820
1486_Rpaw,lick,2156.719,2158.721,2.002,1785311,1787313
1486_Rpaw,lick,2173.726,2174.224,0.498,1802318,1802816
1486_Rpaw,lick,2182.219,2192.225,10.006,1810811,1820817
1486_Rpaw,lick,2263.472,2277.476,14.004,1892064,1906068
1486_Rpaw,lick,2283.97,2285.47,1.5,1912562,1914062
1486_Rpaw,lick,2285.971,2286.97,0.999,1914563,1915562
1486_Rpaw,lick,2301.474,2315.976,14.502,1930066,1944568
1486_Rpaw,lick,2326.975,2329.975,3,1955567,1958567
1486_Rpaw,lick,2333.973,2335.47,1.497,1962565,1964062
1486_Rpaw,lick,2346.471,2347.476,1.005,1975063,1976068
1486_Rpaw,lick,2369.476,2373.969,4.493,1998068,2002561
1486_Rpaw,lick,2384.476,2391.476,7,2013068,2020068
1486_Rpaw,lick,2446.721,2448.226,1.505,2075313,2076818
1486_Rpaw,lick,2524.225,2527.226,3.001,2152817,2155818
1486_Rpaw,lick,2527.726,2532.226,4.5,2156318,2160818
1486_Rpaw,lick,2541.221,2542.72,1.499,2169813,2171312
1486_Rpaw,lick,2607.225,2615.724,8.499,2235817,2244316
1486_Rpaw,lick,2648.223,2649.226,1.003,2276815,2277818
1486_Rpaw,lick,2761.726,2766.219,4.493,2390318,2394811
1486_Rpaw,lick,2774.225,2785.719,11.494,2402817,2414311
1486_Rpaw,lick,2834.476,2835.975,1.499,2463068,2464567
1486_Rpaw,lick,2953.224,2954.726,1.502,2581816,2583318
1486_Rpaw,lick,3008.224,3008.726,0.502,2636816,2637318
1486_Rpaw,lick,3010.226,3019.726,9.5,2638818,2648318
1486_Rpaw,lick,3020.226,3037.221,16.995,2648818,2665813
1486_Rpaw,lick,3041.224,3041.726,0.502,2669816,2670318
1486_Rpaw,lick,3064.925,3074.924,9.999,2693517,2703516
1486_Rpaw,lick,3076.425,3077.925,1.5,2705017,2706517
1486_Rpaw,lick,3085.425,3089.921,4.496,2714017,2718513
1486_Rpaw,lick,3092.924,3093.419,0.495,2721516,2722011
1486_Rpaw,lick,3302.672,3305.176,2.504,2931264,2933768
1486_Rpaw,end,3972.424,3972.424,NA,3601016,3601016
