Observation id,Behavior,Start (s),Stop (s),Duration (s),Start = 0 (ms),Stop (ms)
1382_Lpaw,lick,2240.673,2244.671,3.998,1677462.000,1681460.000
1382_Lpaw,lick,2249.675,2250.675,1.000,1686464.000,1687464.000
1382_Lpaw,lick,2305.675,2306.175,0.500,1742464.000,1742964.000
1382_Lpaw,lick,2319.544,2341.544,22.000,1756333.000,1778333.000
1382_Lpaw,lick,2353.044,2355.043,1.999,1789833.000,1791832.000
1382_Lpaw,lick,2379.544,2391.042,11.498,1816333.000,1827831.000
1382_Lpaw,lick,2392.044,2392.544,0.500,1828833.000,1829333.000
1382_Lpaw,lick,2475.839,2479.843,4.004,1912628.000,1916632.000
1382_Lpaw,lick,2484.344,2484.839,0.495,1921133.000,1921628.000
1382_Lpaw,lick,2494.844,2497.844,3.000,1931633.000,1934633.000
1382_Lpaw,lick,2500.341,2513.344,13.003,1937130.000,1950133.000
1382_Lpaw,lick,2513.844,2514.844,1.000,1950633.000,1951633.000
1382_Lpaw,lick,2527.594,2528.094,0.500,1964383.000,1964883.000
1382_Lpaw,lick,2541.594,2560.591,18.997,1978383.000,1997380.000
1382_Lpaw,lick,2561.094,2573.094,12.000,1997883.000,2009883.000
1382_Lpaw,lick,2575.594,2579.094,3.500,2012383.000,2015883.000
1382_Lpaw,lick,2598.092,2622.594,24.502,2034881.000,2059383.000
1382_Lpaw,lick,2627.095,2630.094,2.999,2063884.000,2066883.000
1382_Lpaw,lick,2662.594,2676.094,13.500,2099383.000,2112883.000
1382_Lpaw,lick,2762.444,2795.944,33.500,2199233.000,2232733.000
1382_Lpaw,lick,2796.944,2831.944,35.000,2233733.000,2268733.000
1382_Lpaw,lick,2835.945,2849.944,13.999,2272734.000,2286733.000
1382_Lpaw,lick,3021.623,3037.123,15.500,2458412.000,2473912.000
1382_Lpaw,lick,3037.623,3044.623,7.000,2474412.000,2481412.000
1382_Lpaw,lick,3048.123,3049.623,1.500,2484912.000,2486412.000
1382_Lpaw,lick,3129.273,3138.773,9.500,2566062.000,2575562.000
1382_Lpaw,lick,3207.851,3225.351,17.500,2644640.000,2662140.000
1382_Lpaw,lick,3350.001,3362.001,12.000,2786790.000,2798790.000
1382_Lpaw,lick,3377.687,3388.688,11.001,2814476.000,2825477.000
1382_Lpaw,lick,3445.187,3451.187,6.000,2881976.000,2887976.000
1382_Lpaw,end,4174.186,4174.186,NA,3610975.000,3610975.000
